"identificador","nombre","baños","dormitorios","precio"
12261603,"Spacious and bright 4p garden ap","1.0",2,100
5150374,"Cosy apartment  in Amsterdam","1.0",1,99
9508489,"Unique Amsterdam city house","2.0",2,159
6329484,"Modern luxury appartment in thePijp","1.0",2,180
7541897,"Beautiful Apartment in De Pijp","1.5",1,128
2987129,"Nice & modern apartment nearby RAI","1.0",2,130
4265086,"Clean apartment Amsterdam","1.0",1,100
3887454,"1 Bedroom Apartment Trendy De Pijp","1.0",1,120
1250364,"large appartment in 'de Pijp'","1.0",3,226
13308976,"Wonderful studio apartment in the Pijp","1.0",0,85
8066062,"Your home in city hotspot ""De Pijp""","1.0",1,97
9782100,"Luxury & Style, 2bedroom @de Pijp with canal view!","1.0",2,226
13506727,"Cosy apartment in the Pijp","1.0",0,89
922441,"Fully equipped apartment Amsterdam","1.0",1,120
11703107,"Luxurious Canal view 2p Private Apt","1.0",1,120
4130806,"Nice, cosy and quiet apartment","1.0",1,125
7836474,"Cozy ap 'Van Hil' in De Pijp Rai !","1.0",1,125
1905423,"Amstel River Design Houseboat","3.0",3,324
9835779,"Spacious luxurious Pijp appartment","1.0",1,120
13505284,"Appartment in De Pijp near museums and restaurants","1.0",1,175
12227324,"Spacious & Bright Apartment","1.0",1,146
13177597,"Appartment in Amsterdam near De Pijp.","1.0",1,100
2986736,"De Pijp: Charming apt. with garden!","1.0",1,146
10654445,"Modern apartment near RAI and Pijp","1.0",1,99
4259933,"Lovely apartment at Cuyp market!","1.0",1,150
9409237,"Great appartment near the Pijp!","1.0",4,350
13767360,"Amstel canal apartment","1.0",1,100
10031796,"Lovely apartment in Amsterdam","1.0",1,95
2032409,"Lovely  private bed-&living room!","1.0",1,60
3871380,"Adorable apartment near Pijp & RAI","1.0",1,100
1086096,"Amstel Riverside Apartment Amsterd","1.0",2,100
11158946,"Great apartment near Museumplein","1.0",1,110
2485693,"Canalhouse Amstel river city centre","1.0",2,149
1708637,"BnB Japonica","1.0",1,85
12227158,"@Fenna's, Centre City!","1.0",1,85
11932072,"Ruim, lichte stadswoning in de Pijp","1.0",1,165
2068877,"Perfect place at TOP location!","1.0",1,99
9934995,"Local Amsterdam, Rest & Discover","1.0",2,260
1577272,"Spacious appartment in 'De Pijp'!","1.0",2,180
4952367,"Spacious apartment","1.0",2,239
4531609,"Crisp and Elegant Studio","1.0",1,85
13799684,"Quiet sunny gem in lively southside","1.0",1,99
13308161,"Hemony apartment Amsterdam","1.0",3,276
4591819,"Bed at Pander, centrally located","1.0",1,89
1970386,"Flat in middle of trendy De Pijp","1.0",,99
3379374,"Lovely luxurious apartment inc WiFi","1.0",2,226
1708187,"Cosy appartment in 'de pijp'","1.0",2,185
1151128,"Apartment in De Pijp Amsterdam","1.0",2,220
13406354,"Wonderful Apt in Amsterdam-South | Balcony","1.0",1,89
4362370,"Lovely apartment the Pijp Amsterdam","1.0",0,79
7508089,"Amazing loft, great spot!","1.0",2,120
12849288,"Luxe appartement in hartje Pijp","1.0",2,276
4919405,"Charming 2BD in Central de Pijp","1.5",2,181
12881813,"Cozy double bed room in prime location!","1.0",1,40
13471612,"Loft at the park","1.0",2,251
4052965,"Warm stay on Houseboat in centre!","1.0",0,120
11636580,"Adorable Room Trendy Area: the PijP","2.0",1,60
9703265,"Perfect stay next to a parc at vibrent area ""Pijp""","1.5",1,251
2068307,"Garden home in ""de Pijp"" - Enjoy!","1.0",1,150
7049033,"Cozy groundfloor apartment","1.0",1,125
1970736,"Great apartment close to RAI","1.0",2,251
1380875,"Bed, Bathroom & Kitchen in the Pijp","1.0",1,63
7049758,"Charm + space in the PIJP, 2-4 pers","1.5",1,120
627213,"House boat near museums in the Pijp","2.0",4,160
7671619,"Beautiful aparment in the ""Pijp""!","1.0",1,120
9932606,"Spacious and light apartment","1.0",3,75
5639996,"Big and neat apt in Amsterdam","1.0",1,90
4001594,"Spacious apartment near Rijksmuseum","1.0",1,120
13111096,"Ground floor 1-person room in South Amsterdam/RAI","1.0",1,75
11939122,"Gorgeous room in Amsterdam South","1.5",1,80
716065,"Beautifull apartment nearby RAI","1.0",1,99
1546202,"Charming apartment, great location!","1.0",1,129
6622976,"Lovely room in comfy house!","1.0",1,49
10784492,"Great appartment! Welcome to De Pijp","1.0",2,149
7737061,"Relax App. in Amsterdam Pijp","1.0",1,95
4919004,"Cozy & spacious in citycentre","2.0",2,350
12960602,"FANTASTIC apt. with 3 bedrooms, quiet area","1.0",3,149
10981030,"Nice spacious apartment with garden","1.0",3,150
11013788,"Getaway for couples","1.0",1,49
13405846,"Quiet& central garden familyhome for 2adults&2kids","1.0",3,200
9604398,"Luxurious 4p roof terrace apartment","1.0",2,111
4590871,"Lovely 1- or 2-bedroom apartment","1.0",2,125
10226936,"Apartment in trendy area De Pijp","1.0",2,120
9047287,"Great apartment : Cat-sitting","1.5",1,210
2456244,"charming nest in the heart of town","1.0",0,72
4885745,"Charming app. with beautiful view","1.0",1,111
6393072,"The Hideaway (with private garden)","1.5",2,208
823371,"Spacious apartment + roof terrace!","1.0",2,251
692275,"Unique and spacious appartment","1.0",2,125
5478395,"Private house in center (Pijp)","1.0",2,100
10915006,"Perfect location in amsterdam","1.0",1,125
9047220,"Charming apartment in city center!","1.0",1,115
9519640,"Large apartment (70m2) in De Pijp","1.0",2,98
1575988,"B&B met mede gebruik van dakterras","1.0",1,80
13503595,"Spacious bedroom in a loft with a terrace","1.0",1,146
7474268,"Bright 72m2, 3room + sunny balcony","1.0",2,100
2995257,"A Dam good find!","1.0",2,85
9702482,"Charming apartment near Rijksmuseum","1.0",1,95
3411003,"Beautiful private apartment!","1.0",1,150
7965714,"Bright apartment in 'de Pijp'","1.0",1,149
7019342,"Cosy apartment in ""De Pijp"" Adam :)","1.0",1,120
6523839,"Lovely central home with garden","1.0",1,93
9604020,"Lovely apartment incl 2 balconies","1.0",1,75
1805233,"Beautiful apartment in Amsterdam!!!","1.5",1,150
137026,"Entire house with garden in De Pijp","2.5",3,261
8096676,"Original Loft @ Amazing Pijp area","1.0",2,99
3771282,"Quiet luxury in flourishing Pijp","1.5",2,215
4983677,"B&B Willow Woods","1.0",1,75
10160997,"Amazing stylish apt. in city centre","1.0",1,120
7629967,"House with garden","1.0",2,200
5115463,"Ideal cosy apartment in Amsterdam","1.0",1,80
12004619,"Luxurious apartment with roofterras","1.5",2,200
1983071,"Cozy 70 m2 apartment","1.0",1,115
10161717,"Ruime kamer in mooi huis met tuin","1.0",1,60
9211391,"Apartment near the Pijp","1.0",1,115
5827839,"Ruim 2-kamerappartement","1.0",1,125
6098412,"Amsterdam living","1.0",1,110
6068135,"Family Home in the DePijp","1.0",1,129
9407969,"Nice apartment with garden","1.0",1,80
9965028,"Minimal design Appartment","1.0",1,130
6777861,"Sunny studio with huge balcony","1.0",0,115
4063821,"Great apartment in trendy area!","1.5",1,150
13177695,"Cozy flat in trendy De Pijp","1.0",1,149
7812608,"Villaindepijp","1.0",0,140
9440696,"rooftop terrace apartment","1.0",1,140
5311905,"Family-friendly, garden & authentic","3.0",3,185
10030498,"It's a big room with a nice view.","0.0",1,42
5246318,"Great 3rm apartment at perfect spot","1.0",1,150
7772045,"Spacious apt. on prime location","1.0",1,100
4819790,"Spacious, clean and comfortable apt","1.0",1,125
13503305,"Cosy apartment on the best location!","1.0",1,130
13404992,"Apartment on the Albert Cuypstraat, De Pijp","1.0",2,120
12719915,"Amsterdam nearby Rijksmuseum","1.0",1,95
10980092,"Private room","1.0",1,58
5311226,"Cosy Bed/Bathroom in the Pijp Area","1.0",1,74
9308916,"Cozy Apt in Amsterdam De Pijp!","1.0",1,115
3876342,"Cozy Family Apartment with Garden","1.0",3,191
6818525,"Spacious apartment with garden in 'Pijp' area","1.0",1,125
7072889,"Light family house with garden","2.5",3,171
12487325,"Appartment Amsterdam Oude Pijp","1.0",3,401
10160792,"Beautifull apt. at best location","1.0",2,137
6556026,"Parkview Studio Amsterdam","1.0",1,75
9177474,"PRIVATE ROOM 2WITH OWN BATHROOM","1.0",1,85
11143534,"Charming apartment nearby Pijp/RAI","1.0",1,111
7276869,"Clean, Quiet, Lovers retreat","1.0",1,59
9144658,"Excellent Room in the Center(Pijp)","1.5",1,52
13373021,"Nice bedroom with riverview","1.0",1,50
11602914,"Luxury home 100m2+garden in center!","1.0",3,210
9093626,"Cool apartment in the famous 'Pijp'","1.0",1,95
6373767,"Studio in the “Pijp” near hotspots","1.0",0,84
5802261,"Amazing Family houseboat with view","1.5",3,175
11602165,"Cozy private double room","1.0",1,85
11503832,"Appartment in happening ""De Pijp""","1.0",2,200
1247334,"B&B in de Amsterdamse Pijp","1.0",1,65
9963662,"Comfortable family apartment","1.0",2,139
3086016,"Luxury design apartment RAI","1.0",1,100
7833712,"Spacious house w/ balcony","1.0",1,111
8587372,"Apartment for two at great location","1.0",1,136
5428900,"Light cosy room across little park","1.0",1,79
8030181,"Spacious (90m2) at great location","1.0",1,125
11896800,"A Room With a View Close to Center","1.5",1,65
11175840,"Ground Floor Apartment with Garden","1.0",1,150
4327324,"Super location, spacious home","1.0",1,115
3999635,"Wonderful place near museum square","1.0",2,160
10422160,"Sunny apartment in De Pijp area","1.0",1,120
12289931,"Spacious apartment with balcony","1.0",1,150
3508800,"Cosy Amstel guesthouse with garden","1.0",1,49
7976249,"Lovely elegant apartment with spaci","1.0",1,100
11274843,"Apt with Roof Terrace | Close 2 RAI","1.0",2,200
690723,"beautiful apartment, great location","1.0",2,130
13601323,"First timer special price! Very comfortable house","1.5",3,130
7211500,"Nice studio, in trendy area","1.0",1,90
3049953,"Gezellige loft (1 person)","1.0",1,90
11747748,"Cozy & Bright in Hip Pijp!","1.0",1,120
10622705,"Quiet Apartment Close to Center","1.0",1,78
788351,"Ground floor apartment for rent","1.0",1,70
1245504,"Beautiful apartment in Amsterdam","1.0",2,376
13404028,"Spacious and modern apartment near city centre","1.0",2,120
1758862,"Sunny light apt near A.Cuijpmarket!","1.0",2,99
1431183,"CITY CENTRE deluxe garden Amsterdam","1.0",1,100
9570124,"Canal view in central Pijp!","1.5",1,54
11994946,"Cosy and lovely appartment","1.0",1,95
9890783,"Peaceful, sophisticated apartment in the pijp","1.0",1,181
6096697,"Light and spacious apt in De Pijp","1.5",1,120
13305625,"Beautiful spacious and bright 4 bedroom apartment","2.0",4,213
9963263,"Cosy room for two in popular 'Pijp'","1.0",1,54
558721,"Quiet and comfortable in the Pijp","1.0",1,55
4818544,"Comforable floor on perfect spot","1.0",1,82
9471603,"Appartment in the Pijp near center","1.0",1,80
7177764,"Modern 2 bedroom apartment!","1.5",2,251
7613360,"Cozy 2bdrm apartment near the Pijp","1.0",2,171
6752355,"Apartment on the waterfront","1.0",2,150
1017951,"Gorgeous & Spacious Apartment","1.5",3,261
754020,"Spacious Sunny Appartment - 4p","1.0",2,260
11208792,"Spacious studio in de Pijp","1.0",1,111
11250713,"Genieten in de Amsterdamse Pijp!","1.0",2,125
7768126,"Big appartment for couples","1.0",2,79
13680986,"Beautiful apartment in the Pijp","1.0",1,130
788479,"Unique Appartment with Woodstove!","1.0",1,69
13085605,"In the Pijp a classy and cosy apartment","1.0",1,125
2885001,"Henry's (private bath)","1.0",1,50
71231,"THE AMSTERDAM EXPERIENCE !!!","1.0",2,150
820610,"Design houseboat on the Amstel Rive","1.0",4,251
8127859,"Your Second Home in the City Center","1.0",2,136
8324469,"☆ GORGEOUS HOUSE WITH A GARDEN ☆","1.0",3,40
7800176,"Beautiful apartment in City center","1.0",1,120
5866828,"What a wonderful location","1.0",2,235
3933477,"Stylish apartment in Amsterdam","1.0",1,60
9897242,"A Comfortable Room nearby ""The Pijp","2.0",1,85
492795,"Apartment Rijksmuseum","1.0",1,120
11732182,"Museums and RAI are a stroll away, great apartment","1.5",2,139
11437249,"Bright apartment with canal view","1.0",1,140
13076155,"2-person apartment Amsterdam Centre","1.0",1,100
7177899,"Cosy apartment 10 mn from center","1.0",2,115
2163819,"A Beautiful Appartment in Amsterdam","1.0",1,150
1246308,"Cozy stylish apartment in ""de Pijp""","1.0",1,105
7962809,"Spacious Apt at great location","1.0",2,120
13216610,"Albert Cuyp Family apartment with garden","1.0",3,229
11437122,"High-end apt with garden&jacuzzi","1.0",2,150
2523316,"Nice room near Rai, free Wifi","1.0",1,55
1796950,"Charming apartment in heart of Pipe","1.0",1,111
1213259,"Great apartment in hotspot De Pijp","1.0",1,125
3834691,"Travel like local in Amsterdam.","1.0",1,191
3151327,"Very Cozy Apartment Amsterdam","1.0",1,95
9274134,"Awesome brigth apt. in great area!","1.0",1,120
1213162,"Stylish Apartment Center Amsterdam","1.0",2,120
2065120,"Perfect Appartment with garden","2.0",2,200
11732304,"High and light room with riverview","1.0",1,65
12839823,"STUNNING cozy apt. Pijp area, best!","1.0",1,99
6980927,"Ruime kamer met eigen balkon","2.0",1,80
10159408,"Large cosy apartment in a nice area","1.0",2,100
9602354,"Lovely room incl sunny balcony","1.0",1,55
13796062,"cosy and complete attic studio in De Pijp","1.0",0,75
7144100,"Spacious apartment near RAI","1.0",2,90
5800603,"Bright-Spacious near RAI/Centre!!","1.0",1,120
8898187,"Albert Cuyp city Apartment","2.0",2,251
1933932,"Luxury apartment with terrace","1.0",1,111
12976759,"De Pijp: only dispo July 2016","1.0",2,86
8946277,"Refreshingly new sunny appartment","1.0",1,59
13008999,"Great APT NEAR CITY CENTER |BALCONY","1.5",2,139
12893713,"Spacious apartment on Sarphatipark in de Pijp.","2.0",2,150
6259252,"Comfy, quiet & close to everything","1.0",1,139
721020,"Cosy apartment in lively area","1.0",1,95
9621588,"Great apartment in the Pijp area!","1.0",1,136
1900643,"Colourful apartment in 'de Pijp'","1.0",1,99
12774070,"Spacious apartment in the ""Pijp""","1.5",2,200
2534067,"Paradise in De Pijp! NEW","1.5",1,160
12256233,"NEW Romantic Apt - Heart of De Pijp","1.0",1,110
4981707,"Sunny house @ Amsterdam centre","1.0",1,125
4883397,"cosy apartment. 15 min from centre","1.0",1,102
1698633,"Fantastic & luxurios in the Pijp","1.0",1,125
1147796,"Cozy apartment in the New Pijp","1.0",2,129
13730595,"Spacious, light apartment in De Pijp area","1.0",1,120
13304653,"Beautiful room near de Pijp with a garden!","1.0",1,50
12059101,"Cosy room with double bed & lounge","1.0",1,75
9470026,"Lovely apartment in the fancy Pijp","1.0",1,99
7911798,"Modern, light, 4p, in lovely area!","1.0",2,160
1343884,"Sunny appartement, Amsterdam","1.0",2,145
3244398,"Houseboat on the Amstel river","1.0",2,150
13205866,"Great appartment in the trendy De Pijp","1.0",1,100
11425168,"Lovely appartment in Amsterdam, De Pijp","1.5",1,120
917851,"Luxury apartment near RAI (in Pijp)","1.0",1,99
1540431,"Spacious Apartment in Amsterdam","1.0",1,121
9437509,"bright family home with garden","1.5",3,200
10584377,"Spacious apartment 110 m2","1.0",3,200
7333495,"Ground floor, great location","1.0",3,200
10486046,"Fancy appartement in de Pijp!","1.0",1,150
5996588,"Nice family apartment in the Pijp","1.0",2,130
5952891,"Fantastic apartment in 'Pijp' area","1.0",2,145
3755677,"Canalside apartment in de Pijp","1.0",1,99
10027223,"It`s spacious, cozy & in great area","1.5",1,67
6848669,"2 story garden apartment + veranda","1.5",3,156
6311143,"Spacious & light apt. - Museum Area","1.0",1,130
4216625,"Light modern house with terrace","1.0",2,130
1267051,"Bright house with lovely garden","1.0",1,75
12604871,"Groundfloor apartment with garden","1.0",1,102
282269,"Your central home in wonderful AMS!","1.5",2,115
13291327,"Amsterdam","1.0",2,150
11360453,"Room in cosy apt","1.0",1,50
8313828,"spacious, central family apartment","1.0",3,300
6609337,"app. tijdelijk te huur aangeb","1.0",2,100
12410691,"Quiet one bedroom apartment","1.0",1,396
3923434,"Appartment Old-South","1.0",1,80
13230967,"Cool fashion designer's appartment next to museums","1.0",1,150
834396,"80m app.Amsterdam incl BBQ & garden","1.0",2,251
7301256,"Great loft-ground floor appartment","1.0",3,175
5647050,"Big and sunny room/Beethovenstraat","1.0",1,90
1221875,"Amazing apartment, Museum Square","1.5",1,125
12077893,"Stylish design appartment","1.0",2,136
12336188,"Perfect room in Amsterdam","1.5",1,60
13179692,"B&B LOES/NEARBY CITY CENTER/FREE WIFI","1.0",1,75
12997344,"Lovely house, with a great guest free owner.","1.0",1,150
8965461,"Lovely room in new apartment","1.0",1,100
701812,"Amsterdam OLD SOUTH Comfort apt.","2.0",3,200
13191331,"Light Bedroom on Fantastic location","1.0",1,100
4665720,"Room in 2 floor apt + roofterrace!","1.0",1,49
6624638,"Apartment at top location!","1.0",1,80
13524056,"Nice place.","1.5",1,49
2541129,"Atmospheric monumental tramstation","1.0",1,74
3086884,"Mont Parnasse","1.0",1,67
8931496,"Best location","1.0",2,200
1366034,"Spacious Bright Apartment","1.0",1,75
11108642,"Spacious, light and comfy in South","1.0",1,200
3580146,"Stylish 2 person bed and bathroom","1.0",1,100
13568409,"Superb apartment @ Olympic Stadium in A'dam South","1.0",1,150
6611214,"Listed 145m2 townhouse with garden","1.0",2,250
10161074,"Hotel Jansen Amsterdam (14)","1.0",1,85
7938339,"The 'Blue Room', quite & great view","1.0",1,85
9599370,"Unique doublestory studio Amsterdam","1.0",1,120
10081523,"Quiet, light cosy aptm Museumsquare","1.5",1,171
12886265,"Small room - Amsterdam south","1.0",1,23
8770887,"Room for a couple with view","1.0",1,49
12552582,"Authentic Apartment museumarea","1.0",1,150
2675938,"HAPPY STAY in A'dam & FREE BIKES!","1.0",1,45
9930645,"Bright spacious cosy ap w balcony","1.0",1,90
5556115,"Private Studio 2 Mins from Museums","1.0",1,111
9621502,"Big mansion close to Rijksmuseum","2.0",3,216
4523624,"Bel appartement, quartier des musés","1.0",2,300
11401788,"AUTHENTIC & COSY Home","1.0",1,120
12151326,"Museum Quarter Garden Stay","1.0",1,191
7049447,"Beautiful family home in A'dam-zuid","1.0",4,132
13743155,"Spacious Canal apartment with an amazing view","1.0",1,98
7428537,"Modern apartment centrally located","1.0",1,89
3384508,"Family home, 140m2","1.0",2,245
1018703,"Warm stay on Houseboat in centre!","1.0",0,120
